"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"12024","0",5600,"C","RENT",40000,23,"13.5+","0-15"
"23210","0",4500,"C","RENT",30000,30,"13.5+","0-15"
"27763","0",1500,"A","MORTGAGE",52000,41,"8-11","15-30"
"9189","0",2500,"A","MORTGAGE",84996,31,"8-11","0-15"
"13410","0",5525,"C","RENT",56004,28,"11-13.5","15-30"
"22090","0",7500,"E","RENT",48000,22,"13.5+","0-15"
"17100","0",15000,"C","OWN",109000,34,"13.5+","0-15"
"21866","0",9600,"B","RENT",45000,23,"8-11","0-15"
"23591","0",6400,"C","RENT",30000,29,"11-13.5","0-15"
"11823","0",12600,"A","RENT",190000,22,"0-8","0-15"
"3683","0",3300,"B","RENT",44760,30,"11-13.5","0-15"
"19943","0",10000,"B","RENT",60132,27,"8-11","0-15"
"3673","0",4500,"C","RENT",30000,27,"13.5+","0-15"
"7031","0",10625,"C","MORTGAGE",60785,23,"13.5+","15-30"
"7560","0",3600,"C","MORTGAGE",65004,24,"11-13.5","0-15"
"19052","0",2500,"B","OWN",22200,28,"11-13.5","Missing"
"23314","0",12000,"A","RENT",50000,29,"8-11","0-15"
"6240","0",3000,"D","MORTGAGE",70000,27,"Missing","0-15"
"16553","0",5100,"B","MORTGAGE",60000,31,"8-11","15-30"
"10587","0",35000,"B","OWN",242400,29,"8-11","0-15"
"20203","0",24250,"B","MORTGAGE",127000,29,"11-13.5","0-15"
"17904","0",10000,"E","RENT",36000,27,"13.5+","0-15"
"3592","0",30000,"B","MORTGAGE",5e+05,23,"8-11","0-15"
"3677","0",3000,"E","RENT",70000,26,"13.5+","0-15"
"25948","0",4000,"B","MORTGAGE",54000,47,"11-13.5","0-15"
"24739","0",9000,"A","RENT",50760,26,"8-11","0-15"
"17647","0",14000,"C","MORTGAGE",64000,22,"11-13.5","0-15"
"15707","0",10250,"C","RENT",75000,29,"11-13.5","0-15"
"19655","0",10000,"D","RENT",53520,21,"13.5+","0-15"
"12665","0",9000,"B","RENT",42597,33,"8-11","0-15"
"24256","0",12000,"D","RENT",125000,41,"13.5+","0-15"
"4040","0",3625,"A","RENT",54000,27,"0-8","0-15"
"22776","0",1000,"A","OWN",54870,24,"8-11","0-15"
"16859","0",5000,"B","MORTGAGE",36000,35,"11-13.5","0-15"
"13066","0",20000,"D","RENT",54000,23,"13.5+","0-15"
"11359","1",9750,"D","RENT",39000,31,"13.5+","0-15"
"22503","0",10000,"A","MORTGAGE",80000,23,"0-8","0-15"
"9044","0",7000,"A","MORTGAGE",155000,31,"0-8","0-15"
"14464","0",6000,"A","RENT",45000,26,"0-8","0-15"
"8031","0",4000,"B","MORTGAGE",24000,29,"8-11","0-15"
"22943","0",6000,"B","MORTGAGE",65000,23,"11-13.5","0-15"
"5947","0",25000,"A","RENT",50000,25,"0-8","0-15"
"20119","0",7750,"C","RENT",32000,28,"13.5+","0-15"
"17204","0",5000,"D","RENT",80000,28,"13.5+","0-15"
"11644","0",5000,"D","RENT",94000,20,"13.5+","15-30"
"14455","0",1300,"A","MORTGAGE",70000,27,"0-8","0-15"
"20969","0",3000,"C","RENT",110000,23,"13.5+","0-15"
"15664","0",12000,"A","RENT",72100,21,"0-8","0-15"
"14128","0",4400,"D","RENT",24000,38,"13.5+","0-15"
"22448","0",10000,"A","MORTGAGE",54000,28,"8-11","0-15"
"20982","0",10000,"B","RENT",45000,21,"8-11","0-15"
"7198","0",8500,"B","MORTGAGE",54000,24,"8-11","0-15"
"11619","0",14000,"A","OWN",79000,25,"0-8","0-15"
"24","0",31825,"A","MORTGAGE",75000,23,"0-8","0-15"
"2832","0",7200,"B","MORTGAGE",105000,26,"8-11","0-15"
"5454","1",25000,"A","MORTGAGE",53148,23,"0-8","0-15"
"9602","0",7000,"B","RENT",35000,23,"8-11","0-15"
"21744","0",4000,"A","MORTGAGE",148000,24,"0-8","0-15"
"21989","0",24000,"B","MORTGAGE",126000,22,"11-13.5","0-15"
"23907","0",1750,"B","RENT",22000,26,"Missing","0-15"
"16379","1",8000,"D","OWN",45678.84,28,"13.5+","0-15"
"1604","0",20000,"B","RENT",77000,30,"11-13.5","0-15"
"25563","0",1600,"B","RENT",82000,22,"11-13.5","0-15"
"6590","1",4800,"C","RENT",48000,24,"13.5+","0-15"
"27261","0",5375,"B","MORTGAGE",22000,30,"11-13.5","0-15"
"27933","0",7500,"A","RENT",50000,22,"8-11","0-15"
"24173","0",6000,"B","OTHER",69996,40,"11-13.5","15-30"
"17472","0",24000,"D","MORTGAGE",98000,25,"Missing","0-15"
"16683","0",6000,"D","RENT",55000,21,"13.5+","0-15"
"21765","0",23800,"B","MORTGAGE",110000,33,"8-11","0-15"
"9014","0",10000,"A","MORTGAGE",60000,23,"0-8","0-15"
"9099","0",8000,"A","MORTGAGE",46000,36,"0-8","0-15"
"24064","0",8000,"C","RENT",84996,22,"13.5+","0-15"
"14678","0",5000,"B","RENT",39000,41,"Missing","0-15"
"15211","0",15000,"A","MORTGAGE",118500,27,"0-8","0-15"
"22956","0",14500,"B","RENT",28000,26,"11-13.5","0-15"
"6646","1",9000,"B","MORTGAGE",110000,30,"11-13.5","0-15"
"19120","0",2400,"B","MORTGAGE",69684,24,"Missing","0-15"
"22470","1",3000,"B","RENT",14400,33,"11-13.5","0-15"
"6265","0",8575,"D","RENT",32000,25,"13.5+","0-15"
"4064","0",16000,"C","MORTGAGE",122000,23,"11-13.5","30-45"
"12931","0",12000,"B","MORTGAGE",130000,36,"Missing","0-15"
"8648","0",9000,"B","RENT",83000,23,"8-11","0-15"
"1498","0",7500,"A","MORTGAGE",47000,47,"0-8","0-15"
"18421","0",8000,"B","MORTGAGE",65004,33,"11-13.5","0-15"
"21846","0",6000,"C","RENT",42000,26,"11-13.5","0-15"
"19725","0",20000,"D","RENT",72000,28,"13.5+","0-15"
"16431","0",8400,"D","MORTGAGE",120000,43,"13.5+","0-15"
"7442","0",12000,"B","MORTGAGE",90000,22,"8-11","0-15"
"19445","1",2500,"C","RENT",21996,29,"11-13.5","0-15"
"9573","0",6400,"D","RENT",34200,26,"13.5+","0-15"
"19329","0",8000,"B","RENT",50700,36,"8-11","0-15"
"927","0",18000,"D","MORTGAGE",140000,24,"13.5+","0-15"
"7844","0",4800,"B","RENT",19800,22,"8-11","Missing"
"4066","0",12000,"A","RENT",60000,25,"0-8","0-15"
"17208","0",5000,"C","RENT",24000,27,"13.5+","0-15"
"7969","0",18000,"C","RENT",125000,22,"13.5+","0-15"
"28215","0",12000,"D","RENT",82000,22,"13.5+","0-15"
"11841","0",9000,"C","RENT",60000,26,"11-13.5","0-15"
"17753","0",25000,"B","RENT",53196,32,"11-13.5","0-15"
"24004","0",24250,"B","RENT",144600,30,"Missing","15-30"
"2703","0",22000,"A","MORTGAGE",115000,28,"0-8","15-30"
"26074","0",6000,"A","MORTGAGE",55000,24,"0-8","0-15"
"13965","0",2850,"A","RENT",115000,28,"0-8","0-15"
"8004","0",6000,"A","RENT",45000,26,"0-8","0-15"
"18921","0",1800,"D","RENT",45336,22,"13.5+","0-15"
"14469","0",6000,"A","RENT",53088,31,"0-8","0-15"
"26498","0",5000,"A","RENT",76344,25,"8-11","0-15"
"16426","1",5000,"A","MORTGAGE",54000,26,"0-8","0-15"
"11937","0",10000,"B","MORTGAGE",44000,38,"8-11","0-15"
"14856","0",12000,"B","RENT",44808,32,"Missing","0-15"
"3441","0",35000,"B","MORTGAGE",139000,35,"11-13.5","0-15"
"16999","0",17500,"A","MORTGAGE",60000,22,"0-8","0-15"
"12364","0",6000,"A","RENT",77385.19,28,"0-8","0-15"
"12551","0",5000,"C","MORTGAGE",55000,34,"11-13.5","0-15"
"17034","0",1800,"B","RENT",168288,24,"11-13.5","0-15"
"9863","1",5500,"B","RENT",57600,26,"11-13.5","15-30"
"1046","0",6500,"A","MORTGAGE",38000,42,"Missing","0-15"
"12158","0",5000,"B","RENT",42000,27,"11-13.5","0-15"
"9744","0",5000,"B","RENT",12000,21,"11-13.5","0-15"
"28293","0",7000,"C","RENT",40000,24,"11-13.5","0-15"
"7506","0",9600,"B","RENT",33504,33,"8-11","0-15"
"4304","0",14000,"B","MORTGAGE",45000,32,"11-13.5","0-15"
"25996","0",10000,"A","MORTGAGE",67641.6,35,"0-8","0-15"
"15757","0",10000,"A","MORTGAGE",98000,23,"Missing","0-15"
"4717","0",4500,"A","RENT",39000,35,"0-8","0-15"
"27621","1",8400,"B","RENT",87000,28,"11-13.5","0-15"
"27940","0",7500,"C","RENT",58000,41,"11-13.5","15-30"
"16359","0",9000,"A","RENT",50000,33,"0-8","0-15"
"18604","0",6000,"A","MORTGAGE",27983,26,"0-8","0-15"
"26525","0",12000,"B","RENT",36000,29,"11-13.5","0-15"
"12320","0",7000,"A","MORTGAGE",75000,24,"0-8","Missing"
"1052","0",16500,"B","MORTGAGE",55000,42,"11-13.5","0-15"
"36","0",14000,"B","RENT",80000,26,"Missing","0-15"
"24266","0",9000,"A","RENT",55000,34,"0-8","0-15"
"20471","0",3000,"A","RENT",67000,32,"0-8","0-15"
"11337","0",8400,"A","MORTGAGE",86000,29,"Missing","0-15"
"3612","0",7200,"B","MORTGAGE",57000,22,"Missing","0-15"
"28845","1",25000,"E","RENT",75000,27,"13.5+","0-15"
"28350","0",15000,"A","OWN",50000,22,"8-11","0-15"
"10466","0",12000,"A","MORTGAGE",69900,28,"0-8","0-15"
"27445","0",20000,"C","MORTGAGE",87000,46,"11-13.5","0-15"
"6351","0",15000,"A","MORTGAGE",87600,34,"8-11","0-15"
"26400","0",17400,"C","MORTGAGE",107000,22,"11-13.5","0-15"
"10077","0",4400,"A","RENT",72000,24,"Missing","0-15"
"7892","0",8500,"A","MORTGAGE",38000,22,"0-8","0-15"
"19610","0",8000,"B","RENT",38004,22,"11-13.5","0-15"
"18226","0",6000,"A","MORTGAGE",1e+05,36,"0-8","15-30"
"16978","0",15000,"A","MORTGAGE",87000,64,"0-8","0-15"
"22826","1",16000,"F","RENT",64575,24,"13.5+","0-15"
"5251","0",32000,"B","RENT",73000,28,"11-13.5","0-15"
"10840","0",12000,"D","OWN",48000,28,"13.5+","0-15"
"23986","1",2500,"C","RENT",36000,31,"13.5+","0-15"
"16971","1",15000,"A","RENT",79000,23,"0-8","0-15"
"12279","0",6000,"A","MORTGAGE",120000,26,"Missing","0-15"
"3537","0",10500,"A","MORTGAGE",58239.96,30,"0-8","0-15"
"20142","0",14400,"B","RENT",36000,29,"8-11","0-15"
"349","0",8000,"A","MORTGAGE",57200,21,"0-8","15-30"
"28975","0",2825,"B","MORTGAGE",70000,42,"8-11","0-15"
"26552","1",9250,"C","RENT",13000,21,"11-13.5","0-15"
"2461","0",14000,"A","MORTGAGE",111239.96,24,"0-8","0-15"
"19637","0",9600,"C","MORTGAGE",85000,25,"13.5+","0-15"
"21779","0",10000,"D","RENT",30400,39,"13.5+","0-15"
"9871","0",2500,"A","MORTGAGE",60000,22,"0-8","15-30"
"24176","0",4000,"D","RENT",50000,25,"13.5+","0-15"
"24388","1",18000,"A","MORTGAGE",80000,34,"8-11","0-15"
"20675","0",5500,"A","RENT",15436.8,26,"0-8","Missing"
"24290","0",2500,"A","RENT",85000,26,"8-11","0-15"
"3990","0",14825,"A","MORTGAGE",86625,27,"Missing","0-15"
"9675","1",1875,"A","RENT",15204,31,"8-11","Missing"
"16787","0",10000,"A","RENT",136000,29,"0-8","0-15"
"139","1",15000,"D","RENT",75000,50,"Missing","0-15"
"58","0",11000,"C","MORTGAGE",48000,26,"11-13.5","15-30"
"3941","0",22000,"A","MORTGAGE",140000,28,"0-8","0-15"
"17873","1",13200,"F","MORTGAGE",125000,28,"13.5+","0-15"
"28749","0",10000,"B","RENT",55000,34,"8-11","0-15"
"14377","0",6000,"B","RENT",23000,28,"8-11","Missing"
"1101","0",7500,"A","MORTGAGE",55000,23,"0-8","0-15"
"14641","0",20000,"B","MORTGAGE",84996,32,"8-11","0-15"
"27288","0",8500,"C","MORTGAGE",130000,30,"11-13.5","0-15"
"17594","0",6400,"B","RENT",31200,39,"11-13.5","0-15"
"846","0",6000,"B","MORTGAGE",127000,25,"8-11","0-15"
"2969","1",9000,"A","RENT",34320,26,"0-8","0-15"
"16211","0",1500,"A","OWN",25000,25,"0-8","0-15"
"16154","0",5000,"C","RENT",63000,23,"11-13.5","0-15"
"2453","0",11050,"B","RENT",120000,27,"11-13.5","0-15"
"20118","0",9000,"C","RENT",133000,37,"13.5+","0-15"
"4562","0",12800,"A","MORTGAGE",60000,39,"0-8","0-15"
"9204","0",34000,"C","MORTGAGE",250000,37,"13.5+","0-15"
"25985","0",5000,"A","RENT",74000,24,"Missing","0-15"
"2405","0",4800,"B","RENT",33000,26,"11-13.5","0-15"
"29061","0",5000,"A","OWN",45000,42,"0-8","0-15"
"3316","0",6000,"B","RENT",112000,28,"11-13.5","0-15"
"25697","0",4000,"B","RENT",20000,22,"11-13.5","0-15"
"12826","0",8100,"A","RENT",78000,23,"0-8","15-30"
"10191","0",6800,"D","OWN",60000,39,"13.5+","0-15"
"26931","0",3350,"A","RENT",77300,24,"Missing","0-15"
"28916","0",6500,"A","OWN",48000,27,"0-8","0-15"
"19895","0",25000,"C","RENT",60000,23,"11-13.5","0-15"
"20428","0",5200,"B","MORTGAGE",35000,30,"8-11","0-15"
"6433","0",9600,"A","MORTGAGE",38000,35,"0-8","0-15"
"16620","0",6000,"C","RENT",60000,32,"13.5+","0-15"
"7235","0",3500,"A","MORTGAGE",72000,36,"0-8","0-15"
"1881","0",20000,"B","MORTGAGE",64049,28,"11-13.5","0-15"
"22681","1",15000,"E","RENT",60225,22,"13.5+","0-15"
"7119","0",5000,"B","MORTGAGE",52000,38,"8-11","0-15"
"2878","0",7000,"B","RENT",80400,26,"8-11","0-15"
"7984","0",4000,"B","MORTGAGE",30000,29,"Missing","0-15"
"19242","0",10000,"B","RENT",70800,41,"11-13.5","45+"
"15957","0",8700,"D","OWN",60000,22,"13.5+","0-15"
"12874","0",1500,"C","RENT",28000,23,"13.5+","0-15"
"14331","0",4800,"B","MORTGAGE",37000,29,"8-11","0-15"
"9300","0",20000,"B","RENT",85000,27,"8-11","0-15"
"13568","0",8000,"C","RENT",44000,26,"13.5+","0-15"
"12375","0",2000,"A","MORTGAGE",46000,24,"0-8","15-30"
"7619","0",10400,"C","RENT",43500,23,"11-13.5","0-15"
"24615","0",9000,"B","RENT",45000,22,"11-13.5","0-15"
"9087","0",15000,"D","MORTGAGE",45000,29,"13.5+","0-15"
"24352","0",20000,"F","RENT",150000,41,"13.5+","0-15"
"25944","0",9000,"A","MORTGAGE",105000,39,"8-11","0-15"
"4306","0",7500,"A","MORTGAGE",95000,49,"0-8","0-15"
"15520","0",1000,"C","MORTGAGE",30000,23,"13.5+","0-15"
"13633","0",25000,"B","MORTGAGE",155000,36,"8-11","0-15"
"19107","0",3500,"D","OWN",28500,24,"13.5+","0-15"
"8981","0",35000,"D","MORTGAGE",177632,44,"13.5+","0-15"
"4073","0",3400,"C","RENT",44000,34,"11-13.5","0-15"
"11991","0",5000,"C","OWN",30000,40,"11-13.5","0-15"
"6152","0",7250,"A","RENT",39750,28,"8-11","0-15"
"26897","0",7200,"A","RENT",40000,31,"8-11","0-15"
"22558","0",21600,"B","OWN",138000,25,"Missing","15-30"
"873","0",10400,"C","MORTGAGE",45000,25,"13.5+","0-15"
"24140","0",3000,"A","RENT",40000,27,"0-8","0-15"
"26576","1",10000,"E","MORTGAGE",57000,36,"13.5+","0-15"
"16054","0",6000,"A","RENT",48000,30,"0-8","0-15"
"5518","0",15000,"A","RENT",47000,27,"8-11","Missing"
"8401","0",10000,"A","MORTGAGE",68000,22,"0-8","15-30"
"9997","0",6000,"A","RENT",25200,24,"0-8","0-15"
"1601","0",20000,"C","MORTGAGE",118560,45,"Missing","0-15"
"27444","1",25000,"C","MORTGAGE",130000,34,"11-13.5","0-15"
"26069","0",1500,"B","MORTGAGE",96996,27,"8-11","15-30"
"15967","0",3000,"A","MORTGAGE",120000,24,"0-8","0-15"
"11414","0",8000,"A","RENT",24000,23,"0-8","15-30"
"817","0",8000,"B","RENT",115000,25,"11-13.5","0-15"
"11045","0",3000,"B","MORTGAGE",70000,29,"8-11","0-15"
"25751","0",10000,"D","MORTGAGE",60000,24,"13.5+","0-15"
"9201","0",4000,"B","MORTGAGE",49349,29,"11-13.5","15-30"
"20831","0",10000,"A","MORTGAGE",67000,29,"0-8","15-30"
"24537","0",5000,"A","OWN",41000,21,"0-8","0-15"
"21868","0",12250,"B","MORTGAGE",30000,33,"11-13.5","0-15"
"7921","0",5000,"D","RENT",2e+05,35,"13.5+","0-15"
"21584","0",7000,"D","MORTGAGE",23000,22,"13.5+","0-15"
"15251","0",3000,"A","MORTGAGE",45000,28,"0-8","0-15"
"16396","1",5000,"A","OWN",65000,27,"0-8","0-15"
"1701","0",1200,"B","MORTGAGE",30000,31,"Missing","Missing"
"1664","0",6000,"B","RENT",54516,23,"8-11","Missing"
"8156","0",9000,"B","MORTGAGE",250000,26,"8-11","0-15"
"26613","0",20500,"C","RENT",70000,23,"11-13.5","0-15"
"13446","0",6000,"A","RENT",37000,24,"0-8","0-15"
"9678","0",21250,"C","RENT",40000,37,"11-13.5","0-15"
"12532","0",12000,"A","MORTGAGE",76494,24,"Missing","0-15"
"11488","0",15000,"A","OWN",51500,26,"0-8","0-15"
"10287","0",9600,"A","RENT",21600,22,"0-8","0-15"
"14920","0",7275,"A","MORTGAGE",95000,26,"0-8","15-30"
"21149","0",10800,"A","MORTGAGE",68000,27,"0-8","0-15"
"26440","0",20000,"D","RENT",45000,24,"13.5+","0-15"
"24381","0",14000,"B","OTHER",58000,29,"11-13.5","0-15"
"19366","0",17500,"C","OWN",25000,25,"13.5+","0-15"
"26408","1",12250,"C","RENT",24000,23,"11-13.5","0-15"
"16388","0",5000,"B","RENT",54996,26,"11-13.5","0-15"
"16558","0",7000,"E","RENT",24000,25,"13.5+","0-15"
"1757","0",6000,"E","RENT",36000,33,"13.5+","0-15"
"25620","0",2800,"C","RENT",49548,33,"11-13.5","0-15"
"390","0",3600,"C","RENT",40000,23,"13.5+","0-15"
"14945","0",24000,"A","MORTGAGE",44000,29,"0-8","15-30"
"1178","0",16000,"A","MORTGAGE",1e+05,45,"0-8","15-30"
"2431","0",7750,"B","MORTGAGE",29000,37,"Missing","0-15"
"545","0",5000,"B","MORTGAGE",75000,26,"8-11","0-15"
"28979","1",12000,"C","MORTGAGE",39000,26,"8-11","0-15"
"1812","0",12000,"B","RENT",35000,22,"11-13.5","15-30"
"16977","0",2600,"B","OWN",24972,23,"11-13.5","Missing"
"504","0",8000,"A","RENT",75000,23,"0-8","0-15"
"22935","0",6400,"B","RENT",58500,27,"11-13.5","0-15"
"24411","0",15000,"B","MORTGAGE",75000,30,"11-13.5","0-15"
"24055","0",15000,"A","MORTGAGE",60000,28,"8-11","0-15"
"10146","0",5175,"B","MORTGAGE",90000,26,"11-13.5","15-30"
"8853","0",14400,"B","MORTGAGE",65000,26,"8-11","0-15"
"28574","0",7200,"C","RENT",37000,25,"11-13.5","0-15"
"18978","0",6250,"A","MORTGAGE",78000,38,"0-8","0-15"
"11291","0",5475,"C","RENT",25000,30,"11-13.5","0-15"
"28421","0",9000,"D","MORTGAGE",50000,24,"Missing","0-15"
"22974","0",20000,"B","MORTGAGE",81600,25,"11-13.5","0-15"
"16530","0",15000,"A","MORTGAGE",45000,32,"0-8","0-15"
"25952","0",13000,"D","RENT",64000,22,"13.5+","0-15"
"6877","0",5000,"A","MORTGAGE",46800,23,"0-8","Missing"
"13358","0",12000,"B","RENT",56500,46,"8-11","0-15"
"1576","0",13000,"A","RENT",33000,28,"0-8","0-15"
"28160","0",5000,"B","MORTGAGE",47000,29,"8-11","0-15"
"25334","0",6000,"C","MORTGAGE",41000,40,"11-13.5","0-15"
"1458","1",8300,"A","RENT",30000,25,"8-11","0-15"
"21616","0",2000,"A","OWN",36700,45,"0-8","0-15"
"7681","0",12600,"D","MORTGAGE",55993.6,39,"13.5+","0-15"
"24697","0",10000,"A","RENT",36000,23,"8-11","0-15"
"16673","0",4000,"A","MORTGAGE",67000,22,"0-8","0-15"
"24702","1",20000,"C","MORTGAGE",90000,31,"13.5+","0-15"
"3804","0",9150,"D","MORTGAGE",76000,43,"13.5+","0-15"
"6080","0",10400,"C","RENT",62000,27,"11-13.5","0-15"
"21885","0",10000,"A","OWN",33600,21,"0-8","0-15"
"10658","0",12000,"A","RENT",170000,28,"0-8","0-15"
"17396","0",9600,"A","MORTGAGE",60000,28,"0-8","0-15"
"20534","1",7000,"C","RENT",35654,22,"13.5+","0-15"
"9130","0",9150,"C","RENT",120000,33,"13.5+","0-15"
"11137","0",15000,"C","RENT",57000,42,"11-13.5","0-15"
"13493","0",12000,"A","MORTGAGE",122000,23,"0-8","0-15"
"26578","0",2400,"D","OWN",25000,31,"13.5+","0-15"
"1033","0",12000,"A","OWN",98000,24,"0-8","0-15"
"2588","0",14000,"A","RENT",60000,22,"0-8","15-30"
"22685","0",1000,"B","RENT",19200,24,"11-13.5","0-15"
"12591","0",1800,"A","RENT",33000,22,"0-8","0-15"
"26644","1",6000,"A","MORTGAGE",92004,25,"0-8","0-15"
"5288","1",18200,"B","MORTGAGE",55000,25,"11-13.5","0-15"
"14433","0",12325,"A","RENT",36000,33,"0-8","0-15"
"4063","0",5000,"B","MORTGAGE",1e+05,31,"11-13.5","0-15"
"24624","0",7000,"A","MORTGAGE",108000,36,"0-8","0-15"
"14905","0",12000,"B","RENT",45000,25,"8-11","0-15"
"9960","0",7600,"A","MORTGAGE",115000,25,"0-8","0-15"
"7781","0",17000,"A","RENT",51000,23,"8-11","45+"
"28014","0",4200,"A","RENT",60000,29,"8-11","0-15"
"15070","0",20000,"E","MORTGAGE",95500,27,"13.5+","0-15"
"2341","0",6600,"A","RENT",64000,22,"8-11","0-15"
"18807","0",6000,"C","RENT",56160,31,"13.5+","0-15"
"20503","0",8000,"B","MORTGAGE",63000,30,"8-11","0-15"
"14837","0",4800,"A","RENT",23136,23,"0-8","Missing"
"14074","0",6000,"A","MORTGAGE",90000,33,"0-8","0-15"
"27102","0",10000,"B","MORTGAGE",95000,44,"8-11","0-15"
"28132","0",7500,"B","MORTGAGE",145000,25,"8-11","0-15"
"12115","0",20000,"B","MORTGAGE",78000,30,"11-13.5","0-15"
"17996","0",20000,"C","RENT",48000,36,"13.5+","0-15"
"15348","0",10000,"A","MORTGAGE",46450,23,"0-8","0-15"
"4733","0",9050,"A","MORTGAGE",45000,24,"0-8","0-15"
"26295","0",9600,"D","MORTGAGE",70000,22,"13.5+","0-15"
"24637","0",8000,"B","RENT",30000,23,"11-13.5","0-15"
"14382","0",9000,"A","RENT",53000,32,"0-8","0-15"
"5281","0",2000,"A","OWN",29000,32,"8-11","0-15"
"24285","0",3000,"B","RENT",24000,29,"11-13.5","0-15"
"11712","0",8000,"B","MORTGAGE",92000,41,"8-11","0-15"
"7843","0",6400,"B","RENT",65000,24,"8-11","0-15"
"15272","0",6000,"B","RENT",70000,28,"8-11","0-15"
"16612","0",17000,"A","RENT",72000,25,"0-8","Missing"
"13658","0",10000,"A","RENT",49500,37,"0-8","0-15"
"12669","0",4500,"A","MORTGAGE",95000,23,"0-8","0-15"
"24990","0",20000,"D","RENT",78000,24,"Missing","0-15"
"26588","0",7200,"A","RENT",85000,27,"0-8","0-15"
"22377","1",8000,"C","MORTGAGE",74400,27,"13.5+","0-15"
"12351","0",5650,"A","MORTGAGE",61200,25,"0-8","0-15"
"2678","0",5000,"B","MORTGAGE",72000,23,"Missing","15-30"
"2196","0",4200,"C","MORTGAGE",80000,26,"13.5+","0-15"
"1152","0",8000,"A","MORTGAGE",86400,32,"0-8","15-30"
"2046","1",7200,"E","RENT",35000,37,"13.5+","0-15"
"12394","0",7000,"C","MORTGAGE",48000,29,"11-13.5","0-15"
"11992","0",10000,"B","MORTGAGE",38000,32,"8-11","15-30"
"3569","1",5000,"B","RENT",32000,23,"11-13.5","0-15"
"10352","0",6600,"A","MORTGAGE",120000,32,"0-8","0-15"
"4394","1",10000,"C","RENT",39000,25,"13.5+","0-15"
"25958","0",5500,"D","MORTGAGE",99670,23,"13.5+","0-15"
"12771","0",2200,"C","MORTGAGE",85000,26,"11-13.5","15-30"
"21829","1",15000,"D","OWN",85000,23,"13.5+","0-15"
"10621","0",12000,"B","RENT",1e+05,41,"8-11","0-15"
"3161","1",10000,"C","MORTGAGE",30000,22,"11-13.5","0-15"
"7251","0",5000,"D","MORTGAGE",165000,30,"13.5+","0-15"
"4669","0",3500,"B","RENT",33000,21,"11-13.5","0-15"
"5311","0",12250,"B","RENT",28800,24,"8-11","0-15"
"23367","0",8000,"B","RENT",123000,25,"11-13.5","0-15"
"22353","0",14000,"E","OWN",95000,38,"13.5+","0-15"
"4579","0",28250,"D","MORTGAGE",120000,32,"13.5+","0-15"
"10048","0",24000,"A","RENT",48000,26,"Missing","0-15"
"7995","0",8325,"A","MORTGAGE",106369,35,"0-8","0-15"
"22794","0",15000,"E","RENT",75000,25,"13.5+","0-15"
"18159","1",10000,"B","RENT",51000,26,"11-13.5","0-15"
"4739","0",1200,"B","MORTGAGE",74000,26,"11-13.5","0-15"
"20144","1",15000,"D","MORTGAGE",75000,23,"13.5+","0-15"
"8999","0",6000,"A","MORTGAGE",60000,22,"0-8","15-30"
"24324","0",20500,"D","MORTGAGE",90000,27,"13.5+","0-15"
"25149","0",8500,"B","MORTGAGE",36156,38,"11-13.5","0-15"
"18835","0",14400,"A","MORTGAGE",117000,26,"Missing","0-15"
"2426","0",21000,"A","RENT",79000,24,"0-8","15-30"
"9473","0",6000,"A","MORTGAGE",60000,28,"0-8","0-15"
"19529","0",7200,"C","RENT",82500,27,"13.5+","0-15"
"23974","0",2400,"B","RENT",45000,22,"11-13.5","0-15"
"9274","0",9000,"A","RENT",40000,23,"0-8","0-15"
"10001","0",7000,"A","RENT",75000,25,"0-8","0-15"
"18809","0",8000,"A","RENT",68500,37,"0-8","0-15"
"15250","0",11200,"B","RENT",72000,25,"8-11","0-15"
"21113","1",6000,"B","OWN",65000,24,"11-13.5","0-15"
"16661","0",9000,"A","OWN",84000,35,"0-8","0-15"
"8839","0",16000,"B","RENT",105000,27,"Missing","0-15"
"8402","0",4000,"B","RENT",21000,27,"11-13.5","0-15"
"14948","1",24000,"G","RENT",115872,26,"13.5+","0-15"
"9471","0",19000,"B","MORTGAGE",75000,24,"11-13.5","0-15"
"5527","0",7000,"A","MORTGAGE",93000,27,"0-8","30-45"
"18319","0",5000,"B","MORTGAGE",30000,23,"8-11","0-15"
"11084","0",28000,"D","MORTGAGE",180000,30,"13.5+","0-15"
"21891","0",15000,"B","RENT",50000,24,"11-13.5","0-15"
